key,source_zh,source_en,zh,en,review,source_count,sources
m_381a0334,上传中...,Uploading...,上传中...,Uploading...,false,4,src/views/AdminView.vue:1159 | src/views/AdminView.vue:2622 | src/views/AdminView.vue:581 | src/views/AdminView.vue:773
m_3853c4ac,输入 Flag,Enter flag,输入 Flag,Enter flag,false,1,src/views/ContestDetailView.vue:149
m_388010cd,发布时间,Published at,发布时间,Published at,false,2,src/views/ContestDetailView.vue:396 | src/views/ContestDetailView.vue:428
m_388e428a,一二三血加成,Blood bonuses,一二三血加成,Blood bonuses,false,1,src/views/AdminView.vue:1113
m_38964c56,个人资料,Profile,个人资料,Profile,false,1,src/views/ProfileView.vue:15
m_393ec1ae,最后提交,Last submission,最后提交,Last submission,false,1,src/views/ContestDetailView.vue:352
m_39586b53,注册成功,Registration succeeded,注册成功,Registration succeeded,false,2,src/views/LoginView.vue:804 | src/views/LoginView.vue:817
m_39a14738,题型,Challenge type,题型,Challenge type,false,4,src/views/AdminView.vue:2648 | src/views/AdminView.vue:346 | src/views/AdminView.vue:822 | src/views/AdminView.vue:890
m_3b14bc0c,入口,Entry,入口,Entry,false,1,src/views/AdminView.vue:2140
m_3bc3f92f,验证令牌,Verification Token,验证令牌,Verification Token,false,1,src/views/LoginView.vue:258
m_3bc85adb,标题,H2,标题,H2,false,2,src/views/AdminView.vue:1402 | src/views/AdminView.vue:1527
m_3bc97e51,销毁比赛失败,Failed to delete contest,销毁比赛失败,Failed to delete contest,false,2,src/views/AdminView.vue:2668 | src/views/AdminView.vue:5234
m_3c6543bb,加载公告失败,Failed to load announcements,加载公告失败,Failed to load announcements,false,3,src/views/AdminView.vue:2541 | src/views/AdminView.vue:4127 | src/views/ContestDetailView.vue:1497
m_3c7ee600,三血,Third blood,三血,Third blood,false,1,src/views/ScoreboardWallView.vue:79
m_3c93b7db,compose：多服务编排，支持复杂依赖场景。,compose: multi-service orchestration for complex runtimes.,compose：多服务编排，支持复杂依赖场景。,compose: multi-service orchestration for complex runtimes.,false,1,src/views/AdminView.vue:3339
m_3cb674b7,更新密码,Update password,更新密码,Update password,false,1,src/views/ProfileView.vue:49
m_3cc00f05,请输入被邀请用户名。,Please enter invitee username.,请输入被邀请用户名。,Please enter invitee username.,false,1,src/views/TeamsView.vue:814
m_3cf479bc,危险操作,Danger Zone,危险操作,Danger Zone,false,1,src/views/ProfileView.vue:86
m_3d6fa7bd,上传比赛海报,Upload contest poster,上传比赛海报,Upload contest poster,false,2,src/views/AdminView.vue:1142 | src/views/AdminView.vue:2616
m_3d939718,版本与附件：,Versions & Files:,版本与附件：,Versions & Files:,false,2,src/views/AdminView.vue:2427 | src/views/AdminView.vue:719
m_3e68eff3,创建类别,Create category,创建类别,Create category,false,1,src/views/AdminView.vue:245
m_3e9337da,两次输入的密码不一致。,Passwords do not match.,两次输入的密码不一致。,Passwords do not match.,false,4,src/views/LoginView.vue:203 | src/views/LoginView.vue:344 | src/views/LoginView.vue:783 | src/views/LoginView.vue:918
m_3ea8707e,dynamic_decay 必须为大于等于 1 的整数,dynamic_decay 必须为大于等于 1 的整数,dynamic_decay 必须为大于等于 1 的整数,dynamic_decay 必须为大于等于 1 的整数,true,1,src/views/AdminView.vue:4992
m_3eb84b3d,刷新用户,Refresh users,刷新用户,Refresh users,false,2,src/views/AdminView.vue:1917 | src/views/AdminView.vue:2635
m_3f15c5aa,最近失败实例,Recent failed instances,最近失败实例,Recent failed instances,false,2,src/views/AdminView.vue:1742 | src/views/AdminView.vue:2736
m_3fd1ba38,创建比赛,Create contest,创建比赛,Create contest,false,2,src/views/AdminView.vue:3399 | src/views/AdminView.vue:946
m_405ce874,角色必须是 player / judge / admin,角色必须是 player / judge / admin,角色必须是 player / judge / admin,角色必须是 player / judge / admin,true,1,src/views/AdminView.vue:5289
m_40855434,接受,Accept,接受,Accept,false,1,src/views/TeamsView.vue:269
m_408617f5,当前没有报名记录。,No registration records yet.,当前没有报名记录。,No registration records yet.,false,1,src/views/AdminView.vue:1686
m_40a4b698,恢复人：,Restoration Person:,恢复人：,Restoration Person:,false,2,src/views/AdminView.vue:1864 | src/views/AdminView.vue:2528
m_40a8c128,实时反馈密码强度与规则达成情况。,Realtime feedback for password strength and policy checks.,实时反馈密码强度与规则达成情况。,Realtime feedback for password strength and policy checks.,false,1,src/views/LoginView.vue:43
m_410d4519,请先完成人机验证。,Please complete human verification first.,请先完成人机验证。,Please complete human verification first.,false,1,src/views/LoginView.vue:757
m_413f5542,最近发现：,Recently discovered:,最近发现：,Recently discovered:,false,2,src/views/AdminView.vue:1862 | src/views/AdminView.vue:2734
m_417a9700,账户模块,Account module,账户模块,Account module,false,1,src/views/ProfileView.vue:191
m_419cf225,请先选择要管理的题目,Please select a challenge to manage first.,请先选择要管理的题目,Please select a challenge to manage first.,false,3,src/views/AdminView.vue:2593 | src/views/AdminView.vue:4843 | src/views/AdminView.vue:4884
m_430c1bcd,可见性,Visibility,可见性,Visibility,false,2,src/views/AdminView.vue:2569 | src/views/AdminView.vue:995
m_431ed67d,下载配置失败,Failed to download config,下载配置失败,Failed to download config,false,1,src/views/ContestDetailView.vue:1408
m_4387df7d,可选两种方式：1）直接填写 compose 模板；2）在“版本与附件”上传 .zip（内含 docker-compose.yml 和相关文件），系统会自动写入 compose，并把其余文件保存为 runtime/...。若只上传单个文件而非 zip，请把文件名写成 runtime/ 开头（如 runtime/Dockerfile）。,"Two options: (1) fill compose template directly; (2) upload a .zip in Versions & Files (contains docker-compose.yml and related files). The system auto-imports compose and stores remaining files as runtime/.... For single-file uploads (non-zip), use runtime/ prefix (e.g. runtime/Dockerfile).",可选两种方式：1）直接填写 compose 模板；2）在“版本与附件”上传 .zip（内含 docker-compose.yml 和相关文件），系统会自动写入 compose，并把其余文件保存为 runtime/...。若只上传单个文件而非 zip，请把文件名写成 runtime/ 开头（如 runtime/Dockerfile）。,"Two options: (1) fill compose template directly; (2) upload a .zip in Versions & Files (contains docker-compose.yml and related files). The system auto-imports compose and stores remaining files as runtime/.... For single-file uploads (non-zip), use runtime/ prefix (e.g. runtime/Dockerfile).",false,1,src/views/AdminView.vue:3370
m_43aeb4c9,选手,Player,选手,Player,false,1,src/App.vue:237
m_43b0f4b0,仅 compose 模式支持模板测试,Only compose mode supports template testing.,仅 compose 模式支持模板测试,Only compose mode supports template testing.,false,2,src/views/AdminView.vue:2741 | src/views/AdminView.vue:4619
m_43d6ee87,加载题目失败,Failed to load challenges,加载题目失败,Failed to load challenges,false,3,src/views/AdminView.vue:2550 | src/views/AdminView.vue:3956 | src/views/ContestDetailView.vue:1480
m_44460f78,重置邮件,Reset Email,重置邮件,Reset Email,false,1,src/views/LoginView.vue:899
m_4451fdbe,执行回滚,perform rollback,执行回滚,perform rollback,false,2,src/views/AdminView.vue:2719 | src/views/AdminView.vue:733
m_44742ec5,队伍协作,Team Collaboration,队伍协作,Team Collaboration,false,1,src/views/TeamsView.vue:6
m_44747a0b,密码长度,Password Length,密码长度,Password Length,false,1,src/views/LoginView.vue:62
m_4487e56a,我的队伍,My Team,我的队伍,My Team,false,1,src/views/TeamsView.vue:80
m_4492fc9c,队伍排名,Team ranking,队伍排名,Team ranking,false,1,src/views/ScoreboardWallView.vue:85
m_44dd12f5,未选择文件,No file selected,未选择文件,No file selected,false,3,src/views/AdminView.vue:2657 | src/views/AdminView.vue:571 | src/views/AdminView.vue:768
m_456919e6,· 版本 v,· version v,· 版本 v,· version v,false,2,src/views/AdminView.vue:2415 | src/views/AdminView.vue:655
m_45c41db6,密码已重置,Password reset,密码已重置,Password reset,false,1,src/views/AdminView.vue:2577
m_4600650d,查看提示,Show hints,查看提示,Show hints,false,1,src/views/ContestDetailView.vue:137
m_461cf285,测试 compose（config+build探测）,Test compose (config + build probe),测试 compose（config+build探测）,Test compose (config + build probe),false,2,src/views/AdminView.vue:2740 | src/views/AdminView.vue:473
m_467d6b2b,认证错误,Authentication error,认证错误,Authentication error,false,1,src/views/LoginView.vue:827
m_46fb8d10,执行心跳超时回收,Execute heartbeat timeout recycling,执行心跳超时回收,Execute heartbeat timeout recycling,false,2,src/views/AdminView.vue:1710 | src/views/AdminView.vue:2719
m_4724dadb,加载站点设置失败,Failed to load site settings,加载站点设置失败,Failed to load site settings,false,1,src/views/AdminView.vue:3971
m_47cb88a6,你已退出当前队伍。,You left the team.,你已退出当前队伍。,You left the team.,false,1,src/views/TeamsView.vue:738
m_48f2d1c5,上移,move up,上移,move up,false,2,src/views/AdminView.vue:1309 | src/views/AdminView.vue:2622
m_490b3b0d,展开筛选条件,Expand filters,展开筛选条件,Expand filters,false,5,src/views/AdminView.vue:1782 | src/views/AdminView.vue:1922 | src/views/AdminView.vue:2274 | src/views/AdminView.vue:2713 | src/views/AdminView.vue:819
m_49587159,排序,sort,排序,sort,false,2,src/views/AdminView.vue:1251 | src/views/AdminView.vue:2584
m_49615c2b,加载比赛失败,Failed to load contests,加载比赛失败,Failed to load contests,false,3,src/views/AdminView.vue:2538 | src/views/AdminView.vue:4056 | src/views/ContestsView.vue:403
m_49836ca4,已退出队伍,Left team,已退出队伍,Left team,false,1,src/views/TeamsView.vue:737
m_498dad43,应用筛选,Apply filters,应用筛选,Apply filters,false,5,src/views/AdminView.vue:1811 | src/views/AdminView.vue:1950 | src/views/AdminView.vue:2289 | src/views/AdminView.vue:2685 | src/views/AdminView.vue:857
m_4a8066b6,single_image 模式内部端口必须在 1~65535,single_image internal port must be between 1 and 65535.,single_image 模式内部端口必须在 1~65535,single_image internal port must be between 1 and 65535.,false,2,src/views/AdminView.vue:2755 | src/views/AdminView.vue:4715
m_4acda218,刷新,Refresh,刷新,Refresh,false,10,src/views/AdminView.vue:1629 | src/views/ContestDetailView.vue:20 | src/views/ContestDetailView.vue:293 | src/views/ContestDetailView.vue:375 | src/views/ContestsView.vue:9 | src/views/ProfileView.vue:59 | src/views/ScoreboardWallView.vue:27 | src/views/SiteSettingsView.vue:10 | src/views/TeamsView.vue:20 | src/views/TeamsView.vue:238
m_4ba1dc6f,内容,content,内容,content,false,1,src/views/AdminView.vue:2584
m_4bbf9aca,查看指标,View metrics,查看指标,View metrics,false,2,src/views/AdminView.vue:2129 | src/views/AdminView.vue:2453
m_4bee959b,dynamic：每队可创建独立运行实例，适合隔离容器题。,dynamic: each team can start an isolated runtime instance.,dynamic：每队可创建独立运行实例，适合隔离容器题。,dynamic: each team can start an isolated runtime instance.,false,1,src/views/AdminView.vue:3295
m_4c5ee0e3,加载审计日志失败,Failed to load audit logs,加载审计日志失败,Failed to load audit logs,false,2,src/views/AdminView.vue:2545 | src/views/AdminView.vue:4451
m_4c9b527e,无法测试 compose,Cannot test compose,无法测试 compose,Cannot test compose,false,2,src/views/AdminView.vue:2743 | src/views/AdminView.vue:4620
m_4d04a160,请先选择海报文件,Please select a poster file first.,请先选择海报文件,Please select a poster file first.,false,2,src/views/AdminView.vue:2592 | src/views/AdminView.vue:5134
m_4d470de2,版本号非法,Invalid version number,版本号非法,Invalid version number,false,1,src/views/AdminView.vue:2427
m_4da3b942,请先加入队伍,Join a team first,请先加入队伍,Join a team first,false,2,src/views/ContestsView.vue:340 | src/views/ContestsView.vue:376
m_4da8e6b7,网络 RX/TX,Network RX/TX,网络 RX/TX,Network RX/TX,false,2,src/views/AdminView.vue:2229 | src/views/AdminView.vue:2651
m_4db82d6c,二血,Second blood,二血,Second blood,false,1,src/views/ScoreboardWallView.vue:78
m_4e02000d,当前账号,Current account,当前账号,Current account,false,1,src/views/ProfileView.vue:246
m_4e4ced61,公告已置顶,Announcement pinned,公告已置顶,Announcement pinned,false,1,src/views/AdminView.vue:2512
m_4e587c3b,没有账号？去注册,No account? Register,没有账号？去注册,No account? Register,false,1,src/views/LoginView.vue:238
m_4e8f120d,标题,title,标题,title,false,4,src/views/AdminView.vue:1489 | src/views/AdminView.vue:2445 | src/views/AdminView.vue:295 | src/views/AdminView.vue:983
m_4f0b38ff,附件超过大小限制（最大 {maxSize}）。,Attachment exceeds size limit (max {maxSize}).,附件超过大小限制（最大 {maxSize}）。,Attachment exceeds size limit (max {maxSize}).,false,1,src/views/AdminView.vue:4897
m_501ef068,时间显示模式,Time display mode,时间显示模式,Time display mode,false,1,src/views/SiteSettingsView.vue:53
m_504dde5a,导出成功,Export completed,导出成功,Export completed,false,2,src/views/ContestDetailView.vue:1236 | src/views/ContestDetailView.vue:1339
m_5059a4d7,暂无公告。,No announcements.,暂无公告。,No announcements.,false,1,src/views/ContestDetailView.vue:409
m_508ea417,你当前不在任何队伍中。可以创建新队伍或按名称加入。,You are not in a team. Create one or join by team name.,你当前不在任何队伍中。可以创建新队伍或按名称加入。,You are not in a team. Create one or join by team name.,false,1,src/views/TeamsView.vue:200
m_50d673df,更新中...,Updating...,更新中...,Updating...,false,2,src/views/AdminView.vue:2027 | src/views/AdminView.vue:2500
m_50fba5af,长度至少 {minLength} 位,Length >= {minLength},长度至少 {minLength} 位,Length >= {minLength},false,1,src/views/LoginView.vue:503
m_513484b2,下载成功,Download succeeded,下载成功,Download succeeded,false,2,src/views/ContestDetailView.vue:1406 | src/views/ContestDetailView.vue:1460
m_5151b973,进行中,Running,进行中,Running,false,2,src/views/ContestsView.vue:270 | src/views/ContestsView.vue:37
m_51706220,请输入邮箱。,Please enter email.,请输入邮箱。,Please enter email.,false,1,src/views/LoginView.vue:891
m_51d70420,时间与入口,Timing & entrypoint,时间与入口,Timing & entrypoint,false,1,src/views/AdminView.vue:2171
m_522ae0ae,保存资料,Save profile,保存资料,Save profile,false,1,src/views/ProfileView.vue:26
m_522f662b,下载附件失败,Failed to download challenge file,下载附件失败,Failed to download challenge file,false,1,src/views/ContestDetailView.vue:1465
m_5387b69d,正在加载附件...,Loading files...,正在加载附件...,Loading files...,false,1,src/views/ContestDetailView.vue:83
m_53af64d8,保存类别,Save category,保存类别,Save category,false,1,src/views/AdminView.vue:244
m_541ee58b,动态环境已停止。,Runtime instance stopped.,动态环境已停止。,Runtime instance stopped.,false,1,src/views/ContestDetailView.vue:1677
m_544160b5,暂无登录历史记录。,No login history records.,暂无登录历史记录。,No login history records.,false,1,src/views/ProfileView.vue:82
m_545d698d,回滚中...,Rolling back...,回滚中...,Rolling back...,false,2,src/views/AdminView.vue:2535 | src/views/AdminView.vue:733
m_5495a4b5,当前密码,Current password,当前密码,Current password,false,1,src/views/ProfileView.vue:35
m_5589bfd3,no_runtime：不启动容器，适用于纯静态题。,"no_runtime: no container runtime, suited for static challenges.",no_runtime：不启动容器，适用于纯静态题。,"no_runtime: no container runtime, suited for static challenges.",false,1,src/views/AdminView.vue:3344
m_55e9dbe2,删除题目类别,Delete challenge category,删除题目类别,Delete challenge category,false,1,src/views/AdminView.vue:3847
m_560617c6,保存后，前台时间将统一按 UTC 展示。,Save to apply UTC display mode in player views.,保存后，前台时间将统一按 UTC 展示。,Save to apply UTC display mode in player views.,false,1,src/views/SiteSettingsView.vue:140
m_56331fa4,执行过期实例回收失败,Failed to run expired instance reaper,执行过期实例回收失败,Failed to run expired instance reaper,false,2,src/views/AdminView.vue:2718 | src/views/AdminView.vue:4365
m_569db49f,实例已销毁，连接信息已隐藏。可点击“启动”重新创建新实例。,Instance is destroyed and access details are hidden. Click Start to create a new one.,实例已销毁，连接信息已隐藏。可点击“启动”重新创建新实例。,Instance is destroyed and access details are hidden. Click Start to create a new one.,false,1,src/views/ContestDetailView.vue:217
m_571f1414,创建题目,Create Challenge,创建题目,Create Challenge,false,1,src/views/AdminView.vue:3283
m_57398562,入口,Entrypoint,入口,Entrypoint,false,1,src/views/ContestDetailView.vue:210
m_5799a650,按标题、slug、分类筛选,"Filter by title, slug, category",按标题、slug、分类筛选,"Filter by title, slug, category",false,2,src/views/AdminView.vue:2421 | src/views/AdminView.vue:638
m_58427b35,提交中...,Submitting...,提交中...,Submitting...,false,3,src/views/ContestDetailView.vue:152 | src/views/LoginView.vue:349 | src/views/ProfileView.vue:49
m_588fde3f,用于 ack / resolve 审计记录,for ack / resolve audit records,用于 ack / resolve 审计记录,for ack / resolve audit records,false,2,src/views/AdminView.vue:1871 | src/views/AdminView.vue:2691
m_59a6510c,取消,Cancel,取消,Cancel,false,5,src/views/AdminView.vue:3853 | src/views/AdminView.vue:4814 | src/views/AdminView.vue:5178 | src/views/AdminView.vue:5208 | src/views/AdminView.vue:5322
m_59db56f5,描述,Description,描述,Description,false,2,src/views/AdminView.vue:2578 | src/views/AdminView.vue:991
m_59e0839c,加载运行告警失败,Failed to load runtime alerts,加载运行告警失败,Failed to load runtime alerts,false,2,src/views/AdminView.vue:2554 | src/views/AdminView.vue:4305
m_59e5e034,运行中比赛,Running contests,运行中比赛,Running contests,false,2,src/views/AdminView.vue:1731 | src/views/AdminView.vue:2702
m_5a8d2ab7,站点副标题,Site Subtitle,站点副标题,Site Subtitle,false,1,src/views/SiteSettingsView.vue:22
m_5b749587,· 24h 提交,· 24h submissions,· 24h 提交,· 24h submissions,false,2,src/views/AdminView.vue:1732 | src/views/AdminView.vue:2414
m_5c662ba2,总积分,Total score,总积分,Total score,false,2,src/views/ScoreboardWallView.vue:100 | src/views/ScoreboardWallView.vue:159
m_5d243c84,报名审核,Registration Review,报名审核,Registration Review,false,1,src/views/AdminView.vue:1612
m_5d514884,邮箱找回,Email Recovery,邮箱找回,Email Recovery,false,1,src/views/LoginView.vue:54
m_5d6a99f1,未分类,Uncategorized,未分类,Uncategorized,false,1,src/views/ContestDetailView.vue:589
m_5d6f637e,该题将在比赛内即时可见。,This challenge is now immediately visible in contest.,该题将在比赛内即时可见。,This challenge is now immediately visible in contest.,false,1,src/views/AdminView.vue:2488
m_5da74e51,登录历史,Login History,登录历史,Login History,false,1,src/views/ProfileView.vue:57
m_5e530f8e,暂无已发送邀请。,No sent invitations.,暂无已发送邀请。,No sent invitations.,false,1,src/views/TeamsView.vue:302
m_5e680a9c,管理,Admin,管理,Admin,false,1,src/App.vue:40
m_5e88b40c,管理员拒绝报名,Rejected by admin,管理员拒绝报名,Rejected by admin,false,1,src/views/AdminView.vue:5100
m_5e9f43b7,积分曲线,Score curve,积分曲线,Score curve,false,2,src/views/ContestDetailView.vue:326 | src/views/ScoreboardWallView.vue:16
m_5ec96319,人机验证,Human Verification,人机验证,Human Verification,false,1,src/views/LoginView.vue:209
m_5ef37c49,确认后将立即退出并删除账号数据。,This action will sign out and delete account data immediately.,确认后将立即退出并删除账号数据。,This action will sign out and delete account data immediately.,false,1,src/views/ProfileView.vue:96
m_5efbc81b,重置失败,Reset failed,重置失败,Reset failed,false,1,src/views/LoginView.vue:947
m_5f9b36c9,题目列表,Challenges,题目列表,Challenges,false,1,src/views/ContestDetailView.vue:18
m_6000e0ac,分数,Score,分数,Score,false,1,src/views/ContestDetailView.vue:350
m_60649a8f,封榜时间（可选）,Closing time (optional),封榜时间（可选）,Closing time (optional),false,2,src/views/AdminView.vue:1062 | src/views/AdminView.vue:2480
m_61206794,实时排名趋势,Live rank trend,实时排名趋势,Live rank trend,false,1,src/views/ScoreboardWallView.vue:44
m_61e0e005,邮箱验证成功,Email verified,邮箱验证成功,Email verified,false,1,src/views/LoginView.vue:873
m_61eae72d,体验,Experience,体验,Experience,false,1,src/views/HomeView.vue:23
m_62389c00,ssh_bastion（跳板）,ssh_bastion (bastion),ssh_bastion（跳板）,ssh_bastion (bastion),false,1,src/views/ContestDetailView.vue:721
m_623e431b,导出中...,Exporting...,导出中...,Exporting...,false,2,src/views/ContestDetailView.vue:301 | src/views/ContestDetailView.vue:311
m_62594d98,加载报名记录失败,Failed to load contest registrations,加载报名记录失败,Failed to load contest registrations,false,1,src/views/AdminView.vue:4164
m_627ed3b1,登录后即可进入比赛与队伍空间。注册支持邮箱激活，找回密码支持邮箱重置。,Sign in to access contests and team space. Registration supports email activation and password recovery supports email reset.,登录后即可进入比赛与队伍空间。注册支持邮箱激活，找回密码支持邮箱重置。,Sign in to access contests and team space. Registration supports email activation and password recovery supports email reset.,false,1,src/views/LoginView.vue:16
m_631d6ff6,等待日志输出...,Waiting for stream output...,等待日志输出...,Waiting for stream output...,false,2,src/views/AdminView.vue:441 | src/views/AdminView.vue:487
m_633a192b,题目提示,Challenge hints,题目提示,Challenge hints,false,2,src/views/ContestDetailView.vue:455 | src/views/ContestDetailView.vue:461
m_639e00e2,解散队伍,Disband team,解散队伍,Disband team,false,1,src/views/TeamsView.vue:101
m_63a0ccbf,密码强度,Password Strength,密码强度,Password Strength,false,1,src/views/LoginView.vue:181
m_64a1aae5,验证码加载失败，请稍后重试。,Verification failed to load. Please try again.,验证码加载失败，请稍后重试。,Verification failed to load. Please try again.,false,1,src/views/LoginView.vue:715
m_64ab0649,暂无公告内容。,No announcement content.,暂无公告内容。,No announcement content.,false,1,src/views/ContestsView.vue:294
m_64cf0eb5,暂无可见题目。,No visible challenges.,暂无可见题目。,No visible challenges.,false,1,src/views/ContestDetailView.vue:25
m_6513e68b,用户名为空,Username required,用户名为空,Username required,false,1,src/views/TeamsView.vue:814
m_65b1e1d5,最后更新,Last updated,最后更新,Last updated,false,1,src/views/SiteSettingsView.vue:73
m_65b203f4,角色,Role,角色,Role,false,4,src/views/AdminView.vue:1929 | src/views/AdminView.vue:1962 | src/views/AdminView.vue:2301 | src/views/AdminView.vue:2555
m_65e8ead7,· 30 分钟内到期,· expiring within 30m,· 30 分钟内到期,· expiring within 30m,false,2,src/views/AdminView.vue:1737 | src/views/AdminView.vue:2414
m_6687665a,保存中...,Saving...,保存中...,Saving...,false,8,src/views/AdminView.vue:1556 | src/views/AdminView.vue:242 | src/views/AdminView.vue:2431 | src/views/AdminView.vue:3288 | src/views/AdminView.vue:3397 | src/views/ProfileView.vue:26 | src/views/SiteSettingsView.vue:68 | src/views/TeamsView.vue:123
m_6730b7b0,结果,result,结果,result,false,3,src/views/AdminView.vue:2559 | src/views/AdminView.vue:450 | src/views/AdminView.vue:496
m_673c49cf,角色未变化,Role unchanged,角色未变化,Role unchanged,false,1,src/views/AdminView.vue:2556
m_6751b0e5,创建,Created,创建,Created,false,1,src/views/AdminView.vue:2172
m_67527bda,操作,Actions,操作,Actions,false,3,src/views/AdminView.vue:1644 | src/views/AdminView.vue:1965 | src/views/AdminView.vue:2448
m_6776744b,发送中...,Sending...,发送中...,Sending...,false,3,src/views/LoginView.vue:252 | src/views/LoginView.vue:284 | src/views/TeamsView.vue:141
m_677ebb32,当前题目暂无附件。,No files attached to this challenge.,当前题目暂无附件。,No files attached to this challenge.,false,1,src/views/ContestDetailView.vue:111
m_680bbf78,过期实例回收已执行,Expired instance reaper executed,过期实例回收已执行,Expired instance reaper executed,false,1,src/views/AdminView.vue:2525
m_688903fc,队伍已自动解散。,The team was automatically disbanded.,队伍已自动解散。,The team was automatically disbanded.,false,1,src/views/TeamsView.vue:738
m_68d61495,邀请成员,Invite Members,邀请成员,Invite Members,false,1,src/views/TeamsView.vue:130
m_69b196cc,dynamic：按队伍下发动态 flag（通常来自实例启动流程）。,dynamic: per-team flag issued from runtime flow.,dynamic：按队伍下发动态 flag（通常来自实例启动流程）。,dynamic: per-team flag issued from runtime flow.,false,1,src/views/AdminView.vue:3314
m_69ce9e3a,下载附件,Download,下载附件,Download,false,1,src/views/ContestDetailView.vue:102
m_6a3c825a,公告标题,Announcement title,公告标题,Announcement title,false,2,src/views/AdminView.vue:1388 | src/views/AdminView.vue:2501
m_6a560c34,加载挂载失败,Failed to load bindings,加载挂载失败,Failed to load bindings,false,2,src/views/AdminView.vue:2543 | src/views/AdminView.vue:4086
m_6a915651,暂时无法进入,Unable to enter,暂时无法进入,Unable to enter,false,1,src/views/ContestsView.vue:384
m_6adbda32,队伍信息已更新,Team updated,队伍信息已更新,Team updated,false,1,src/views/TeamsView.vue:797
m_6b105084,登录成功,Sign in succeeded,登录成功,Sign in succeeded,false,1,src/views/LoginView.vue:771
m_6b9cdbf9,触发运行告警扫描失败,Failed to run runtime alert scan,触发运行告警扫描失败,Failed to run runtime alert scan,false,2,src/views/AdminView.vue:2460 | src/views/AdminView.vue:4339
m_6c3e8515,邮箱验证,Email Verification,邮箱验证,Email Verification,false,1,src/views/LoginView.vue:250
m_6c5b92c4,题目已更新,Challenge updated,题目已更新,Challenge updated,false,1,src/views/AdminView.vue:2644
m_6c7cbcc9,复制题目 ID,Copy challenge ID,复制题目 ID,Copy challenge ID,false,1,src/views/ContestDetailView.vue:123
m_6cca03f6,信息,information,信息,information,false,2,src/views/AdminView.vue:2676 | src/views/AdminView.vue:895
m_6d5a625e,进入比赛失败,Failed to enter contest workspace,进入比赛失败,Failed to enter contest workspace,false,2,src/views/ContestsView.vue:388 | src/views/ContestsView.vue:389
m_6d6f4067,未解,Unsolved,未解,Unsolved,false,1,src/views/ScoreboardWallView.vue:81
m_6d9285c7,未选择比赛,No contest selected,未选择比赛,No contest selected,false,1,src/views/AdminView.vue:2654
m_6e23569b,无连续字符序列,No sequential run,无连续字符序列,No sequential run,false,1,src/views/LoginView.vue:198
m_6e253afd,确认验证,Confirm,确认验证,Confirm,false,1,src/views/LoginView.vue:267
m_6e80778a,没有匹配的题目。,No matching challenges.,没有匹配的题目。,No matching challenges.,false,2,src/views/AdminView.vue:2575 | src/views/AdminView.vue:713
m_6ea8943a,首次发现：,First discovered:,首次发现：,First discovered:,false,2,src/views/AdminView.vue:1861 | src/views/AdminView.vue:2630
m_6eb83832,消息,Message,消息,Message,false,1,src/views/ContestDetailView.vue:223
m_6ff3e19e,一血,First blood,一血,First blood,false,1,src/views/ScoreboardWallView.vue:77
m_7063b017,编辑,edit,编辑,edit,false,2,src/views/AdminView.vue:2441 | src/views/AdminView.vue:674
m_70827177,队长已转让,Captain transferred,队长已转让,Captain transferred,false,1,src/views/TeamsView.vue:907
m_709543a2,已启用,Enabled,已启用,Enabled,false,1,src/views/LoginView.vue:71
m_70e0600e,选择图片,选择图片,选择图片,选择图片,true,1,src/views/AdminView.vue:1147
m_70e75154,中等,Fair,中等,Fair,false,1,src/views/LoginView.vue:568
m_7121504f,已载入比赛配置,Contest config loaded,已载入比赛配置,Contest config loaded,false,1,src/views/AdminView.vue:2683
m_7122e4c0,支持标题、列表、代码块、引用与链接。,"Supports headings, lists, code blocks, quotes and links.",支持标题、列表、代码块、引用与链接。,"Supports headings, lists, code blocks, quotes and links.",false,1,src/views/AdminView.vue:1429
m_715254cb,刷新全部,Refresh all,刷新全部,Refresh all,false,2,src/views/AdminView.vue:13 | src/views/TeamsView.vue:9
m_717d6494,子网,subnet,子网,subnet,false,1,src/views/AdminView.vue:2730
m_71bed88c,WireGuard 端点已复制,WireGuard endpoint copied,WireGuard 端点已复制,WireGuard endpoint copied,false,1,src/views/ContestDetailView.vue:271
m_71c524f9,题解内容（可选）,Solution content (optional),题解内容（可选）,Solution content (optional),false,2,src/views/AdminView.vue:2639 | src/views/AdminView.vue:539
m_71ff82ad,公告状态已更新,Announcement status updated,公告状态已更新,Announcement status updated,false,1,src/views/AdminView.vue:2514
m_72a25657,镜像测试通过,Image test passed,镜像测试通过,Image test passed,false,1,src/views/AdminView.vue:2566
m_72a9a920,该海报当前在比赛中心不可预览（仅 public 且 scheduled/running/ended 可见）。,This poster is currently not visible in contest center (only when visibility is public and status is scheduled/running/ended).,该海报当前在比赛中心不可预览（仅 public 且 scheduled/running/ended 可见）。,This poster is currently not visible in contest center (only when visibility is public and status is scheduled/running/ended).,false,2,src/views/AdminView.vue:1137 | src/views/AdminView.vue:2486
m_72ba36fa,新密码,New Password,新密码,New Password,false,1,src/views/LoginView.vue:295
m_72d643a0,欢迎回来。,Welcome back.,欢迎回来。,Welcome back.,false,1,src/views/LoginView.vue:771
m_739d3876,密码重置成功,Password reset succeeded,密码重置成功,Password reset succeeded,false,1,src/views/LoginView.vue:936
